,City of Interest,City,State,Total INC 5000 Businesses in Area,Construction,IT Services,Advertising & Marketing,Government Services,Health,Financial Services,Food & Beverage,Real Estate,Security,Education,Human Resources,Consulting,Manufacturing,Business Products & Services,Logistics & Transportation,Software,Travel & Hospitality,Retail,Telecommunications,Media,Consumer Products & Services,Energy,Insurance,Environmental Services,Engineering,Computer Hardware,Business Services
"Minneapolis,+MN",,Minneapolis,MN,78,4,17,8,0,8,4,0,1,1,0,3,0,2,8,2,6,0,5,2,0,2,4,0,0,1,0,0
"Minnetonka,+MN",,Minnetonka,MN,76,4,17,8,0,7,3,0,1,1,0,3,0,2,8,2,6,0,5,2,0,2,4,0,0,1,0,0
"Minooka,+IL",,Minooka,IL,35,2,7,5,0,1,2,2,0,0,0,1,0,5,2,1,2,0,1,0,1,2,1,0,0,0,0,0
"Miramar,+FL",,Miramar,FL,97,2,13,11,0,9,5,2,2,1,3,6,0,1,9,4,4,5,6,2,1,6,2,2,0,1,0,0
"Miramar+Beach,+FL",,Miramar Beach,FL,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mishawaka,+IN",,Mishawaka,IN,9,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Mission+Viejo,+CA",,Mission Viejo,CA,116,4,10,13,1,7,12,2,5,2,0,7,0,4,12,2,6,0,3,6,2,10,2,2,0,0,4,0
"Missoula,+MT",,Missoula,MT,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mobile,+AL",,Mobile,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
"Modesto,+CA",,Modesto,CA,4,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mohnton,+PA",,Mohnton,PA,17,1,5,2,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
"Monett,+MO",,Monett,MO,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monmouth+Junction,+NJ",,Monmouth Junction,NJ,90,1,26,3,1,6,4,1,1,0,3,6,0,4,8,2,7,1,3,2,2,2,3,2,1,1,0,0
"Monroe,+NC",,Monroe,NC,46,4,9,1,0,5,5,2,0,1,0,5,0,4,5,1,2,1,0,0,0,0,0,1,0,0,0,0
"Monroe,+OH",,Monroe,OH,61,1,9,3,0,3,4,1,0,1,1,3,0,8,9,7,0,0,2,1,1,0,2,1,0,4,0,0
"Monsey,+NY",,Monsey,NY,256,3,39,56,1,15,12,4,3,1,11,11,0,5,27,1,13,5,10,8,14,8,3,1,1,3,1,0
"Montebello,+CA",,Montebello,CA,236,4,21,36,2,10,17,7,7,4,1,6,0,4,27,7,14,4,14,9,10,17,2,4,1,3,5,0
"Monterey,+CA",,Monterey,CA,5,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montgomery,+IL",,Montgomery,IL,109,8,20,7,0,4,6,8,1,0,3,6,0,12,7,7,3,0,2,3,2,3,2,1,0,2,2,0
"Montgomery,+AL",,Montgomery,AL,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montvale,+NJ",,Montvale,NJ,278,4,41,57,1,16,13,7,3,1,11,11,0,5,28,3,13,6,13,10,14,12,3,1,1,3,1,0
"Moorestown,+NJ",,Moorestown,NJ,120,4,17,6,0,16,8,1,1,0,3,11,0,8,15,3,7,3,2,1,1,4,3,4,2,0,0,0
"Mooresville,+NC",,Mooresville,NC,47,4,7,1,0,5,5,2,0,1,0,6,0,2,7,1,3,1,0,0,0,1,0,1,0,0,0,0
"Moorpark,+CA",,Moorpark,CA,55,0,6,6,0,4,4,2,1,0,2,3,0,2,4,1,3,0,3,2,2,7,0,1,0,1,1,0
"Moraine,+OH",,Moraine,OH,25,1,5,0,1,1,0,0,0,0,1,0,0,4,3,3,0,0,1,1,1,0,2,0,0,1,0,0
"Morgantown,+WV",,Morgantown,WV,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Morganville,+NJ",,Morganville,NJ,102,1,27,6,1,6,2,4,0,0,3,6,0,3,9,2,10,1,6,1,2,6,3,1,1,1,0,0
"Morristown,+NJ",,Morristown,NJ,290,3,51,52,1,16,13,6,2,1,11,15,0,4,29,3,17,6,14,10,11,12,3,4,2,3,1,0
"Morrisville,+NC",,Morrisville,NC,45,2,3,6,0,7,2,1,0,2,2,5,0,2,1,0,5,0,2,0,0,1,1,0,1,2,0,0
"Morton+Grove,+IL",,Morton Grove,IL,239,9,46,25,0,15,10,12,6,4,7,11,0,13,22,10,13,1,7,6,3,9,2,1,1,2,4,0
"Moscow,+ID",,Moscow,ID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mosheim,+TN",,Mosheim,TN,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mount+Airy,+MD",,Mount Airy,MD,128,4,26,8,30,9,3,0,3,1,3,3,0,1,11,3,4,2,2,2,1,4,3,1,1,3,0,0
"Mount+Airy,+NC",,Mount Airy,NC,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mount+Laurel,+NJ",,Mount Laurel,NJ,114,4,17,6,0,14,8,1,1,0,3,11,0,8,13,3,7,3,2,1,1,3,3,4,1,0,0,0
"Mount+Pleasant,+SC",,Mount Pleasant,SC,17,0,4,1,0,0,1,1,0,0,1,1,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0
"Mount+Vernon,+MO",,Mount Vernon,MO,6,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mount+Vernon,+OH",,Mount Vernon,OH,9,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Mountain+Brook,+AL",,Mountain Brook,AL,21,1,3,0,0,4,1,0,0,0,0,2,0,0,4,0,1,0,0,0,1,2,1,0,1,0,0,0
"Mountain+View,+CA",,Mountain View,CA,129,2,33,11,0,4,7,3,1,2,3,5,0,3,11,1,16,0,5,6,1,0,4,0,3,2,6,0
"Mountainside,+NJ",,Mountainside,NJ,306,5,58,53,1,15,13,7,2,1,11,16,0,4,27,4,18,6,15,10,13,14,3,4,2,3,1,0
"Mt.+Laurel,+NJ",,Mt. Laurel,NJ,114,4,17,6,0,14,8,1,1,0,3,11,0,8,13,3,7,3,2,1,1,3,3,4,1,0,0,0
"Mt.+Pleasant,+SC",,Mt. Pleasant,SC,17,0,4,1,0,0,1,1,0,0,1,1,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0
"Mt.+Sterling,+IL",,Mt. Sterling,IL,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mundelein,+IL",,Mundelein,IL,120,7,20,7,0,8,4,6,1,0,4,7,0,11,9,6,4,1,5,4,1,5,1,1,1,2,5,0
"Murray,+UT",,Murray,UT,85,7,1,7,1,5,7,4,1,5,3,3,0,4,5,4,10,0,8,1,0,6,0,2,0,0,1,0
"Murrells+Inlet,+SC",,Murrells Inlet,SC,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Murrieta,+CA",,Murrieta,CA,35,1,1,3,1,3,2,1,3,0,0,1,0,4,0,1,5,1,1,2,0,2,1,1,0,0,1,0
"N+Lakewood,+WA",,N Lakewood,WA,8,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
"N.+Charleston,+SC",,N. Charleston,SC,17,0,4,1,0,0,1,1,0,0,1,1,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0
"N.+Hollywood,+CA",,N. Hollywood,CA,165,1,13,28,1,7,8,5,2,2,2,2,0,4,20,6,12,4,13,4,8,12,1,2,1,3,4,0
"Naperville,+IL",,Naperville,IL,235,9,44,28,0,12,11,12,6,4,6,11,0,15,22,10,11,1,6,6,3,9,2,1,1,2,3,0
"Naples,+FL",,Naples,FL,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Nashua,+NH",,Nashua,NH,68,3,15,1,2,8,3,2,2,0,2,4,0,2,6,2,5,1,0,3,1,2,2,0,1,1,0,0
"Nashville,+TN",,Nashville,TN,43,4,5,3,1,4,4,1,1,0,1,5,0,1,7,0,4,0,0,0,1,0,0,1,0,0,0,0
"Nashville,+IN",,Nashville,IN,6,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"Natick,+MA",,Natick,MA,164,5,28,18,3,16,8,4,3,1,2,5,0,4,13,3,16,6,5,6,1,4,5,2,2,4,0,0
"Needham,+MA",,Needham,MA,172,5,29,19,3,17,9,4,3,1,3,5,0,4,15,3,16,6,6,6,1,4,5,2,2,4,0,0
"New+Albany,+OH",,New Albany,OH,43,1,11,6,1,3,3,1,0,0,0,1,0,1,1,3,2,0,3,1,0,0,2,0,1,1,1,0
"New+Albany,+IN",,New Albany,IN,23,0,4,3,0,2,2,1,0,0,0,0,1,1,2,1,1,1,1,1,0,2,0,0,0,0,0,0
"New+Berlin,+WI",,New Berlin,WI,43,1,5,4,1,1,2,0,1,0,0,4,0,7,5,2,1,0,3,0,1,2,0,0,1,2,0,0
"New+Brunswick,+NJ",,New Brunswick,NJ,286,3,55,51,1,15,9,6,2,1,11,15,0,6,26,2,17,6,12,10,13,13,3,2,2,4,1,0
"New+Castle,+PA",,New Castle,PA,5,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"New+Castle,+DE",,New Castle,DE,56,2,12,3,1,5,3,0,0,0,3,4,0,0,5,1,3,2,2,0,1,5,2,1,1,0,0,0
"New+Glarus,+WI",,New Glarus,WI,10,0,2,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"New+Haven,+CT",,New Haven,CT,28,2,2,4,1,2,3,1,0,1,1,0,0,2,2,2,2,0,1,0,1,0,0,1,0,0,0,0
"New+Kensington,+PA",,New Kensington,PA,26,2,5,4,0,2,2,0,1,0,1,0,0,0,1,3,1,0,0,1,0,1,0,0,0,2,0,0
"New+London,+CT",,New London,CT,6,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"New+Orleans,+LA",,New Orleans,LA,12,2,2,2,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"New+Port+Richey,+FL",,New Port Richey,FL,55,2,10,5,6,7,1,0,3,0,0,1,0,2,4,2,4,0,2,2,0,2,0,1,0,0,1,0
"New+Windsor,+NY",,New Windsor,NY,17,1,4,3,1,1,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0
"New+York,+NY",,New York,NY,316,5,55,56,1,19,14,7,3,3,13,14,0,6,30,4,18,7,14,10,13,13,3,2,2,3,1,0
"Dallas,+TX",1,Dallas,TX,138,8,27,4,1,7,12,4,5,2,0,5,0,8,17,1,6,5,6,5,0,6,5,1,3,0,0,0
"Newark,+CA",,Newark,CA,228,4,41,36,0,7,13,10,4,3,6,8,0,5,22,2,27,0,10,7,2,5,5,0,3,2,6,0
"Newark,+NJ",,Newark,NJ,314,5,57,55,2,19,14,7,2,1,12,14,0,5,31,4,18,6,14,11,12,13,3,3,2,3,1,0
"Newark,+DE",,Newark,DE,31,2,8,2,1,3,1,0,0,0,2,2,0,0,4,0,1,0,1,0,0,4,0,0,0,0,0,0
"Newberry,+FL",,Newberry,FL,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Newbury,+OH",,Newbury,OH,48,1,6,4,1,4,4,0,1,2,0,5,0,7,6,1,0,0,0,1,2,2,0,1,0,0,0,0
"Newburyport,+MA",,Newburyport,MA,64,3,13,4,1,8,2,1,1,0,2,1,0,2,8,2,5,1,1,3,0,2,2,0,1,1,0,0
"Newington,+NH",,Newington,NH,15,0,2,0,0,2,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0
"Newport,+KY",,Newport,KY,55,0,8,3,0,2,4,2,0,1,0,3,0,7,9,7,0,0,2,1,1,1,0,1,0,3,0,0
"Newport,+RI",,Newport,RI,17,0,3,2,0,2,1,1,0,1,0,1,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0
"Newport+Beach,+CA",,Newport Beach,CA,131,3,13,14,1,6,12,2,5,2,0,7,0,2,16,7,6,0,4,7,3,11,3,2,1,1,3,0
"Newport+News,+VA",,Newport News,VA,11,1,2,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"Newton,+MA",,Newton,MA,168,5,28,19,3,17,9,4,3,1,3,5,0,4,14,3,16,6,5,6,1,4,5,2,1,4,0,0
"Newtown,+PA",,Newtown,PA,130,3,21,6,1,16,7,1,1,0,3,13,0,9,15,4,8,2,3,3,1,4,3,4,2,0,0,0
"Newtown+Square,+PA",,Newtown Square,PA,130,4,21,7,1,17,10,1,1,0,5,12,0,6,15,3,7,2,2,1,1,5,2,4,3,0,0,0
"Niles,+IL",,Niles,IL,242,9,46,25,0,15,10,12,6,4,7,11,0,16,22,10,13,1,7,6,3,9,2,1,1,2,4,0
"Norcross,+GA",,Norcross,GA,188,8,40,12,2,14,13,5,5,4,0,16,0,7,17,6,13,0,5,8,2,4,1,2,1,0,3,0
"Norfolk,+VA",,Norfolk,VA,25,2,6,2,6,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0
"Norfolk,+NE",,Norfolk,NE,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norman,+OK",,Norman,OK,28,5,2,4,2,1,0,0,0,0,0,1,0,3,2,0,1,0,2,1,0,0,1,0,3,0,0,0
"Norristown,+PA",,Norristown,PA,127,3,19,7,0,17,10,1,1,0,5,11,0,6,15,3,7,3,2,1,1,5,3,4,3,0,0,0
"North+Andover,+MA",,North Andover,MA,147,5,26,17,2,14,6,4,3,1,2,6,0,4,14,2,16,4,4,4,1,4,3,1,2,2,0,0
"North+Bethesda,+MD",,North Bethesda,MD,352,10,87,17,104,10,10,1,8,5,4,8,0,1,31,6,19,5,2,7,2,5,5,0,2,2,1,0
"North+Brunswick,+NJ",,North Brunswick,NJ,100,2,29,5,1,7,4,1,0,0,3,6,0,3,9,2,11,0,2,4,2,2,3,2,1,1,0,0
"North+Charleston,+SC",,North Charleston,SC,17,0,4,1,0,0,1,1,0,0,1,1,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0
"North+Eastham,+MA",,North Eastham,MA,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"North+Kansas+City,+MO",,North Kansas City,MO,35,1,6,5,2,2,2,1,1,2,1,1,0,1,3,5,1,0,0,0,0,0,0,0,1,0,0,0
"North+Las+Vegas,+NV",,North Las Vegas,NV,21,0,2,5,0,1,2,1,1,0,0,0,0,1,3,0,1,0,2,0,0,2,0,0,0,0,0,0
"North+Little+Rock,+AR",,North Little Rock,AR,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"North+Miami+Beach,+FL",,North Miami Beach,FL,85,2,12,9,0,8,4,2,2,1,2,5,0,1,8,4,3,4,6,1,1,5,2,2,0,1,0,0
"North+Palm+Beach,+FL",,North Palm Beach,FL,21,2,2,5,1,1,1,1,0,0,0,0,0,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0
"North+Pole,+AK",,North Pole,AK,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"North+Salt+Lake,+UT",,North Salt Lake,UT,65,5,1,5,1,3,6,2,1,2,2,2,0,5,5,3,5,0,8,1,0,6,0,1,0,0,1,0
"North+Wales,+PA",,North Wales,PA,127,3,20,8,0,16,8,1,2,0,4,10,0,8,15,3,8,2,2,1,1,4,3,4,3,1,0,0
"Northampton,+MA",,Northampton,MA,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Northborough,+MA",,Northborough,MA,134,5,21,15,3,15,7,4,3,1,2,4,0,3,8,1,15,5,4,3,1,4,4,1,2,3,0,0
"Northbrook,+IL",,Northbrook,IL,238,9,46,25,0,15,10,12,6,4,7,11,0,13,22,9,13,1,7,6,3,9,2,1,1,2,4,0
"Northridge,+CA",,Northridge,CA,150,1,12,27,1,8,8,5,2,2,2,2,0,4,15,4,12,4,9,4,7,12,1,2,1,2,3,0
"Northville,+MI",,Northville,MI,87,3,17,7,1,4,9,3,1,0,2,7,0,3,8,2,4,0,1,3,1,5,1,0,2,3,0,0
"Norwalk,+CA",,Norwalk,CA,235,4,21,36,2,11,17,5,7,4,1,6,0,4,28,7,13,4,14,9,10,18,2,3,1,3,5,0
"Norwalk,+CT",,Norwalk,CT,67,2,11,12,1,5,3,2,1,2,3,0,0,4,3,4,2,2,0,2,4,2,0,2,0,0,0,0
"Norwell,+MA",,Norwell,MA,127,3,20,17,1,11,7,4,3,1,1,3,0,3,11,1,13,5,5,6,1,3,3,2,1,2,0,0
"Norwood,+MA",,Norwood,MA,164,5,28,20,3,16,8,5,3,1,2,4,0,5,14,2,16,6,5,6,1,4,4,2,1,3,0,0
"Novato,+CA",,Novato,CA,110,2,9,24,0,4,6,11,3,1,3,4,0,3,10,1,11,0,7,1,2,6,1,1,0,0,0,0
"Novi,+MI",,Novi,MI,87,3,17,7,1,4,9,3,1,0,2,7,0,3,8,2,4,0,1,3,1,5,1,0,2,3,0,0
"Nyack,+NY",,Nyack,NY,274,4,37,58,1,17,13,7,3,2,12,11,0,5,25,3,13,6,13,8,14,13,3,1,1,3,1,0
"Oak+Brook,+IL",,Oak Brook,IL,242,9,46,27,0,14,10,12,6,4,7,11,0,17,23,10,12,1,6,6,3,9,2,1,0,2,4,0
"Oak+Harbor,+OH",,Oak Harbor,OH,8,1,0,0,0,1,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Oak+Park,+IL",,Oak Park,IL,242,9,46,27,0,14,10,12,6,4,7,11,0,17,23,10,13,1,6,6,3,8,2,1,0,2,4,0
"Oak+Park,+MI",,Oak Park,MI,82,3,18,7,1,4,7,3,1,0,2,7,0,2,8,2,3,0,1,3,1,3,1,0,2,3,0,0
"Oak+Ridge,+TN",,Oak Ridge,TN,13,1,1,2,1,1,1,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Oakbrook+Terrace,+IL",,Oakbrook Terrace,IL,244,9,46,27,0,14,10,12,6,4,7,11,0,17,23,10,13,1,6,6,3,9,2,1,1,2,4,0
"Oakbrook+terrace,+IL",,Oakbrook terrace,IL,244,9,46,27,0,14,10,12,6,4,7,11,0,17,23,10,13,1,6,6,3,9,2,1,1,2,4,0
"Oakland,+CA",,Oakland,CA,179,2,21,30,0,6,11,11,4,1,5,9,0,5,18,2,23,0,10,3,2,6,5,1,1,0,3,0
"Oakland+Gardens,+NY",,Oakland Gardens,NY,280,4,37,59,1,16,12,7,3,3,12,11,0,6,27,4,13,7,14,8,14,14,2,1,1,3,1,0
"Oakwood+Village,+OH",,Oakwood Village,OH,19,1,4,0,1,1,0,0,0,0,1,0,0,3,3,0,0,0,1,1,0,0,2,0,0,1,0,0
"Ocean,+NJ",,Ocean,NJ,48,1,16,3,0,1,1,1,0,0,3,2,0,1,2,1,5,0,2,0,2,2,2,1,1,1,0,0
"Oceanside,+CA",,Oceanside,CA,31,0,2,2,1,1,0,2,2,0,2,0,0,3,1,1,5,1,2,1,0,2,0,1,2,0,0,0
"O'Fallon,+IL",,O'Fallon,IL,28,1,4,2,1,2,5,1,0,1,1,1,0,1,1,3,0,0,1,0,0,1,0,0,1,1,0,0
"Ogden,+UT",,Ogden,UT,11,1,0,1,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0
"Okemos,+MI",,Okemos,MI,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"Oklahoma+City,+OK",,Oklahoma City,OK,28,5,2,4,2,1,0,0,0,0,0,1,0,3,2,0,1,0,2,1,0,0,1,0,3,0,0,0
"Olathe,+KS",,Olathe,KS,32,1,6,5,1,2,2,1,1,2,1,1,0,0,3,4,1,0,0,0,0,0,0,0,1,0,0,0
"Old+Lyme,+CT",,Old Lyme,CT,10,1,0,0,1,1,0,2,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"Oldsmar,+FL",,Oldsmar,FL,61,1,10,6,6,7,1,0,3,1,0,1,0,2,6,2,4,0,3,3,0,2,0,2,0,0,1,0
"Olney,+MD",,Olney,MD,364,10,89,20,104,11,10,1,8,5,3,8,0,2,32,6,20,5,3,7,3,5,5,1,2,3,1,0
"Olney,+IL",,Olney,IL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Omaha,+NE",,Omaha,NE,16,0,3,0,0,4,1,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,0,0,0,0,0,0
"Oneonta,+NY",,Oneonta,NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ontario,+CA",,Ontario,CA,116,3,11,13,1,6,10,2,5,2,0,4,0,3,14,6,4,1,8,5,2,8,1,2,0,1,4,0
"Ontario,+NY",,Ontario,NY,21,1,4,1,0,0,1,0,0,0,0,2,0,2,3,0,0,0,0,6,0,1,0,0,0,0,0,0
"Ooltewah,+TN",,Ooltewah,TN,7,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"Oradell,+NJ",,Oradell,NJ,288,5,42,58,1,17,14,8,3,2,11,11,0,5,28,3,15,6,14,10,14,13,2,1,1,3,1,0
"Orange,+CA",,Orange,CA,197,5,17,28,1,9,15,3,7,3,0,7,0,4,25,7,12,2,11,9,4,13,3,3,1,2,6,0
"Orange+Park,+FL",,Orange Park,FL,26,4,5,1,1,3,1,0,1,0,0,1,0,0,3,2,0,0,1,0,0,0,0,2,1,0,0,0
"Orangeburg,+NY",,Orangeburg,NY,284,5,40,59,1,16,14,7,3,3,11,11,0,5,28,3,14,6,13,10,14,13,2,1,1,3,1,0
"Oregon+City,+OR",,Oregon City,OR,49,1,3,11,0,3,2,3,1,3,0,0,0,2,3,0,8,1,2,3,1,1,0,0,0,1,0,0
"Orem,+UT",,Orem,UT,49,4,1,3,0,3,2,4,0,5,2,2,0,1,3,2,7,0,5,1,0,2,0,2,0,0,0,0
"Orinda,+CA",,Orinda,CA,176,2,21,29,0,5,11,11,4,1,5,9,0,5,18,2,22,0,9,3,2,6,6,1,1,0,3,0
"Orlando,+FL",,Orlando,FL,32,3,2,4,1,3,1,0,0,1,0,1,0,0,3,0,6,1,3,1,0,0,0,0,0,2,0,0
"Orrville,+OH",,Orrville,OH,10,1,0,1,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"Osceola,+WI",,Osceola,WI,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oshkosh,+WI",,Oshkosh,WI,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Osterville,+MA",,Osterville,MA,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Otsego,+MN",,Otsego,MN,56,4,12,6,0,6,3,0,1,1,0,2,0,2,5,1,4,0,2,2,0,2,2,0,0,1,0,0
"Overland+Park,+KS",,Overland Park,KS,36,1,6,5,2,2,2,1,1,2,1,1,0,1,3,6,1,0,0,0,0,0,0,0,1,0,0,0
"Owatonna,+MN",,Owatonna,MN,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Owings,+MD",,Owings,MD,116,5,27,3,40,2,3,1,3,2,0,2,0,1,14,2,3,2,1,0,0,1,4,0,0,0,0,0
"Owings+Mills,+MD",,Owings Mills,MD,74,5,15,8,15,2,2,0,0,1,2,2,0,1,8,1,2,0,1,1,1,2,1,1,0,3,0,0
"Owosso,+MI",,Owosso,MI,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"Oxford,+MS",,Oxford,MS,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxnard,+CA",,Oxnard,CA,20,0,1,3,0,3,0,0,0,1,1,2,0,1,2,0,0,0,1,1,0,3,0,0,0,0,1,0
"Oxon+Hill,+MD",,Oxon Hill,MD,339,9,82,17,100,10,11,1,8,5,4,9,0,1,28,6,19,4,2,6,2,4,6,0,2,2,1,0
"Ozark,+MO",,Ozark,MO,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Palisade,+CO",,Palisade,CO,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Palm+Bay,+FL",,Palm Bay,FL,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Palm+Beach+Gardens,+FL",,Palm Beach Gardens,FL,21,2,2,5,1,1,1,1,0,0,0,0,0,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0
"Palm+Desert,+CA",,Palm Desert,CA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Palm+Harbor,+FL",,Palm Harbor,FL,60,1,10,6,6,7,1,0,3,1,0,1,0,2,6,2,4,0,3,3,0,1,0,2,0,0,1,0
"Palo+Alto,+CA",,Palo Alto,CA,217,4,40,33,0,7,12,9,4,3,4,8,0,5,20,2,27,0,9,7,2,5,5,0,3,2,6,0
"Panama+City,+FL",,Panama City,FL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paramount,+CA",,Paramount,CA,231,4,21,36,2,10,17,5,7,4,1,6,0,4,27,7,14,4,13,8,10,16,2,4,1,3,5,0
"Parkland,+FL",,Parkland,FL,77,2,10,10,0,8,5,0,1,1,2,4,0,3,5,2,4,4,4,1,1,5,2,2,0,1,0,0
"Parlin,+NJ",,Parlin,NJ,294,4,55,51,1,15,11,6,2,1,12,15,0,6,25,2,18,6,14,9,13,14,4,3,2,4,1,0
"Parsippany,+NJ",,Parsippany,NJ,290,4,50,52,1,16,13,7,2,1,11,14,0,6,30,3,15,6,13,10,11,12,3,4,2,3,1,0
"Pasadena,+CA",,Pasadena,CA,177,2,16,27,1,6,10,5,4,3,1,2,0,5,19,6,12,4,15,7,8,13,1,2,1,3,4,0
